Date,Close,7_Day_Percent_Change
2013-01-02,130.8699951171875,-0.9398607575691109
2013-01-03,129.5800018310547,1.4817087064473045
2013-01-04,129.80999755859375,1.9644119094962553
2013-01-07,130.14999389648438,2.051489475948798
2013-01-08,129.85000610351562,1.7558711375641245
2013-01-09,129.63999938964844,1.6815858877151424
2013-01-10,131.5,0.9201571968571853
2013-01-11,132.36000061035156,-0.1284362104573944
2013-01-15,132.1300048828125,0.015128292540067534
2013-01-16,131.82000732421875,0.2579246844178762
2013-01-17,132.7100067138672,-0.0075425854258126535
2013-01-18,132.19000244140625,1.0212503364805947
2013-01-22,132.14999389648438,1.29398924922135
2013-01-23,132.16000366210938,1.838674794527062
2013-01-24,132.6999969482422,1.5222338499742527
2013-01-25,133.5399932861328,1.4602458477386726
2013-01-28,133.5,0.41947382666198685
2013-01-29,133.86000061035156,0.612574377477082
2013-01-30,134.58999633789062,-0.3417723958646257
2013-01-31,134.72000122070312,-1.336106766217282
2013-02-01,135.49000549316406,-2.140386034171171
2013-02-04,134.05999755859375,-0.8354431878144553
2013-02-05,134.67999267578125,-0.9355469077498069
2013-02-06,134.1300048828125,-0.5740730965705043
2013-02-07,132.9199981689453,-0.3009283042390454
2013-02-08,132.58999633789062,-0.022625220699479254
2013-02-12,133.4199981689453,-0.4572032819091576
2013-02-13,133.36000061035156,-1.2597539943621672
2013-02-14,132.52000427246094,-1.313013459904977
2013-02-15,132.55999755859375,-1.327696544395296
2013-02-19,132.80999755859375,-2.4395680249490015
2013-02-20,131.67999267578125,-1.0252057410501725
2013-02-21,130.77999877929688,-0.9863842316666482
2013-02-22,130.8000030517578,-1.246181073992414
2013-02-25,129.5500030517578,-0.3241977298738541
2013-02-26,129.57000732421875,-0.16979332273450165
2013-02-27,130.3300018310547,-1.1279070053330287
2013-02-28,129.49000549316406,0.3706816798030088
2013-03-01,129.1699981689453,-0.1935433951721688
2013-03-04,129.1300048828125,0.11615727624303407
2013-03-05,129.35000610351562,-0.0850410554009029
2013-03-06,128.86000061035156,-0.27161733808613864
2013-03-07,129.97000122070312,-0.7540168641492317
2013-03-08,128.9199981689453,0.48091461836279326
2013-03-11,129.27999877929688,-0.7967193603205858
2013-03-12,129.24000549316406,-1.1064746779556045
2013-03-13,128.50999450683594,-0.14006122751151207
2013-03-14,128.99000549316406,-0.8682864554505176
2013-03-15,129.5399932861328,-0.5944025425191235
2013-03-18,128.25,-0.615985119319562
2013-03-19,127.80999755859376,-0.24254562594107076
2013-03-20,128.3300018310547,-1.301331056742172
2013-03-21,127.87000274658205,-0.6099995244680412
2013-03-25,127.45999908447266,-0.09414933896437772
2013-03-26,127.5,-0.35293878293506387
2013-03-27,126.66000366210938,0.5684458949087867
2013-03-28,127.08999633789062,0.9363462709074399
2013-04-01,127.33999633789062,1.24862288645875
2013-04-02,127.0500030517578,2.0936667439714673
2013-04-03,127.37999725341795,1.7114149412633228
2013-04-04,128.27999877929688,1.2238909722161129
2013-04-05,128.97999572753906,0.6900290115751773
2013-04-08,128.92999267578125,0.19390367967264677
2013-04-09,129.7100067138672,0.7246836280648372
2013-04-10,129.55999755859375,-0.30873255944874334
2013-04-11,129.85000610351562,-0.354260063338363
2013-04-12,129.8699951171875,-0.3079956198685063
2013-04-15,129.17999267578125,0.21676269853081465
2013-04-16,130.64999389648438,-1.385378984424468
2013-04-17,129.16000366210938,-0.10839221560776657
2013-04-18,129.38999938964844,-0.3864286284555041
2013-04-19,129.47000122070312,-0.22399671135208132
2013-04-22,129.4600067138672,0.27034669131458244
2013-04-23,128.83999633789062,1.3117063718118382
2013-04-24,129.02000427246094,1.271120241311663
2013-04-25,128.88999938964844,0.4577518354290655
2013-04-26,129.17999267578125,0.6270420059674375
2013-04-29,129.80999755859375,-0.17717874729582528
2013-04-30,130.52999877929688,-0.7124742852052779
2013-05-01,130.66000366210938,-0.21429570752268257
2013-05-02,129.47999572753906,-0.24713629594415032
2013-05-03,129.99000549316406,-1.0154683194379621
2013-05-06,129.5800018310547,-0.810312576725225
2013-05-07,129.60000610351562,-1.0879657374268659
2013-05-08,130.3800048828125,-2.1245621788023805
2013-05-09,129.16000366210938,-1.1845821967410353
2013-05-10,128.6699981689453,-1.1968609135327046
2013-05-13,128.52999877929688,-0.6146432140592295
2013-05-14,128.19000244140625,-0.23402999145345493
2013-05-15,127.61000061035156,-0.18023928832655578
2013-05-16,127.62999725341795,0.47010772313171856
