Date,Close,7_Day_Percent_Change
2013-01-02,65.72000122070312,0.9433887791715279
2013-01-03,65.72000122070312,1.186851437627734
2013-01-04,66.12000274658203,0.5595812187207283
2013-01-07,66.22000122070312,0.5587361980776029
2013-01-08,66.08999633789062,1.2256093703607807
2013-01-09,66.33999633789062,0.7386275553412869
2013-01-10,66.5,0.7218095592986362
2013-01-11,66.48999786376953,1.3385462749930355
2013-01-15,66.9000015258789,1.2257095308241706
2013-01-16,66.83000183105469,1.3467028298968176
2013-01-17,66.9800033569336,1.2391671544672134
2013-01-18,67.37999725341797,1.0537238251915104
2013-01-22,67.72000122070312,0.841700656452371
2013-01-23,67.7300033569336,-0.10335108719148334
2013-01-24,67.80999755859375,-0.7963441011198058
2013-01-25,68.08999633789062,-0.5433913013468739
2013-01-28,68.16000366210938,-0.8509416078231746
2013-01-29,68.29000091552734,-1.1714790467602931
2013-01-30,67.66000366210938,-0.0739034127274496
2013-01-31,67.2699966430664,0.0297372877347879
2013-02-01,67.72000122070312,0.3543973116411525
2013-02-04,67.58000183105469,0.6658729447317047
2013-02-05,67.48999786376953,1.3928025946950973
2013-02-06,67.61000061035156,1.1684675468060624
2013-02-07,67.29000091552734,1.2483226727030505
2013-02-08,67.95999908447266,0.3678634540434045
2013-02-12,68.43000030517578,0.3653368389377132
2013-02-13,68.4000015258789,-0.43860094307791586
2013-02-14,68.12999725341797,-0.8219544711131732
2013-02-15,68.20999908447266,-0.08796006362563613
2013-02-19,68.68000030517578,-1.587076241179064
2013-02-20,68.0999984741211,0.014687425043447
2013-02-21,67.56999969482422,0.8139752171701486
2013-02-22,68.1500015258789,0.14673290078082157
2013-02-25,67.0,2.6268688600454837
2013-02-26,67.58999633789062,2.5151718741604823
2013-02-27,68.11000061035156,1.35075342930695
2013-02-28,68.12000274658203,0.9688725867644798
2013-03-01,68.25,0.8351643880208259
2013-03-04,68.76000213623047,0.47992174433961754
2013-03-05,69.29000091552734,-0.649450962174658
2013-03-06,69.02999877929688,-0.2462670896009045
2013-03-07,68.77999877929688,0.654266626378841
2013-03-08,68.81999969482422,0.6393525768052966
2013-03-11,69.08999633789062,-0.028942892062999714
2013-03-12,68.83999633789062,-0.37767943153249606
2013-03-13,68.86000061035156,0.17427061504264874
2013-03-14,69.2300033569336,-0.6933458524605474
2013-03-15,69.26000213623047,-0.1299508583729514
2013-03-18,69.06999969482422,-0.7673357197605313
2013-03-19,68.58000183105469,0.68533276196312
2013-03-20,68.9800033569336,0.26094563122065484
