Date,Close,seven_Day_Percent_Change
2013-08-06,106.7900009,-0.131097845
2013-08-07,106.9300003,-0.39277861
2013-08-08,107.0800018,-0.88719141
2013-08-09,107.1500015,-1.23191757
2013-08-12,107.0800018,-1.475533997
2013-08-13,106.6500015,-0.787626775
2013-08-14,106.5100021,-1.023381791
2013-08-15,106.1299973,-0.546494127
2013-08-16,105.8300018,0.066143526
2013-08-19,105.5,0.559238235
2013-08-20,105.8099976,0.529255459
2013-08-21,105.4199982,0.711439967
2013-08-22,105.5500031,0.786351661
2013-08-23,105.9000015,0.29272668
2013-08-27,106.3700027,-0.582873677
2013-08-28,106.1699982,-0.536874545
2013-08-29,106.3799973,-1.400637246
2013-08-30,106.2099991,-0.875624059
2013-09-03,105.75,-0.425529029
2013-09-04,105.5999985,0.056823096
2013-09-05,104.8899994,0.619698284
2013-09-06,105.2799988,0.389441173
2013-09-09,105.4899979,0.398147509
2013-09-10,105.3000031,0.674263119
2013-09-11,105.6600037,1.173573557
2013-09-12,105.5400009,1.165430848
2013-09-13,105.6900024,1.021850863
2013-09-16,105.9100037,0.8875411
2013-09-17,106.0100021,1.028201411
2013-09-18,106.9000015,0.327407361
2013-09-19,106.7699966,0.430838933
2013-09-20,106.7699966,0.487032208
2013-09-23,106.8499985,0.327560579
2013-09-24,107.0999985,-0.158728451
2013-09-25,107.25,-0.167832452
2013-09-26,107.2300034,-0.074607692
2013-09-27,107.2900009,-0.214375389
2013-09-30,107.1999969,-0.149250035
2013-10-01,106.9300003,0.056109191
2013-10-02,107.0699997,-0.149431244
2013-10-03,107.1500015,-0.111995096
2013-10-04,107.0599976,0.009342552
2013-10-07,107.0400009,-0.158817421
2013-10-08,106.9899979,-0.158891646
2013-10-09,106.9100037,0.346080913
2013-10-10,107.0299988,0.513877472
2013-10-11,107.0699997,0.6444405
2013-10-14,106.8700027,0.739216707
2013-10-15,106.8199997,1.142109365
2013-10-16,107.2799988,0.680465478
2013-10-17,107.5800018,0.362520341
2013-10-18,107.7600021,0.231997026
2013-10-21,107.6600037,0.278650764
2013-10-22,108.0400009,0.046274918
2013-10-23,108.0100021,-0.111103365
2013-10-24,107.9700012,-0.064832541
2013-10-25,108.0100021,-0.518475305
2013-10-28,107.9599991,-0.370509012
2013-10-29,108.0899963,-0.786380334
2013-10-30,107.8899994,-0.444893623
2013-10-31,107.9000015,-0.379984853
2013-11-01,107.4499969,-0.586316679
2013-11-04,107.5599976,-0.74376668
2013-11-05,107.2399979,-0.484890576
2013-11-06,107.4100037,-0.381718321
2013-11-07,107.4899979,-0.148847368
2013-11-08,106.8199997,0.505524169
2013-11-11,106.7600021,0.758708826
2013-11-12,106.7200012,0.524735338
2013-11-13,107,-0.018688451
2013-11-14,107.3300018,-0.223614543
2013-11-15,107.3600006,-0.11177603
2013-11-18,107.5699997,-0.232406806
2013-11-19,107.2799988,0.06524953
2013-11-20,106.9800034,0.392595023
2013-11-22,107.2399979,0.186501848
2013-11-25,107.3199997,-0.456576468
2013-11-26,107.3499985,-0.363297061
2013-11-27,107.4000015,-0.670392189
2013-11-29,107.4400024,-0.75391397
2013-12-02,106.8300018,-0.065524379
2013-12-03,106.9599991,-0.028046727
2013-12-04,106.6800003,0.074992342
2013-12-05,106.4499969,0.140912663
2013-12-06,106.6299973,0.018760455
2013-12-09,106.7600021,-0.028099268
2013-12-10,106.9300003,-0.018700686
2013-12-11,106.7600021,0.093666609
2013-12-12,106.5999985,0.075048623
2013-12-13,106.6500015,0.196904905
2013-12-16,106.7300034,0.07495006
2013-12-17,106.9100037,-0.233841541
2013-12-19,106.6800003,-0.271841877
2013-12-20,106.8600006,-0.402395941
2013-12-23,106.8099976,-0.262146602
2013-12-24,106.6600037,-0.215641617
2013-12-26,106.3899994,0.10339375
2013-12-27,106.4300003,0.103354891
2013-12-30,106.5299988,0.140806841
2013-12-31,106.4300003,0.281878278
2014-01-02,106.5,0.056335736
2014-01-03,106.5400009,0.525621883
2014-01-06,106.6800003,0.487435922
2014-01-07,106.7300034,0.290450247
2014-01-08,106.4100037,0.507464775
2014-01-09,106.5599976,0.600600042
2014-01-10,107.0999985,0.140057449
2014-01-14,107.0400009,0.242901844
2014-01-15,106.9499969,0.112204535
2014-01-16,107.1999969,0.139926801
2014-01-17,107.25,0.307694015
2014-01-21,107.3000031,0.214348295
2014-01-22,107.0699997,0.728494239
2014-01-23,107.3499985,0.48440082
2014-01-24,107.5800018,0.455473002
2014-01-27,107.3499985,0.819753046
2014-01-28,107.5299988,0.409190409
2014-01-29,107.8499985,-0.139083475
2014-01-30,107.8700027,-0.203950325
2014-01-31,108.0699997,-0.231331545
2014-02-03,108.2300034,-0.277190282
2014-02-04,107.9700012,-0.231545797
2014-02-05,107.6999969,-0.148557138
2014-02-06,107.6500015,0.111467827
2014-02-07,107.8199997,-0.046376416
2014-02-11,107.7200012,0.111395392
2014-02-12,107.5400009,0.204576175
2014-02-13,107.7699966,-0.06495286
2014-02-14,107.7699966,0.027843008
2014-02-18,107.8399963,0.139096375
2014-02-19,107.7600021,0.426873678
2014-02-20,107.6999969,0.584962768
2014-02-21,107.8000031,0.435986622
2014-02-24,107.6999969,0.603529753
2014-02-25,107.9899979,-0.037041315
2014-02-26,108.2200012,-0.194048311
2014-02-27,108.3300018,-0.516943763
2014-02-28,108.2699966,-0.738889302
2014-03-03,108.3499985,-0.812180218
2014-03-04,107.9499969,-0.453911883
2014-03-05,108.0100021,-0.28701526
2014-03-06,107.7699966,0.194865659
2014-03-07,107.4700012,0.428025569
2014-03-10,107.4700012,0.372198308
2014-03-11,107.4599991,0.502513419
2014-03-12,107.6999969,-0.167131207
2014-03-13,107.9800034,-0.500093442
2014-03-14,107.9300003,-0.315022669
2014-03-17,107.8700027,-0.111247561
2014-03-18,108,-0.333333898
2014-03-19,107.5199966,0.427833639
2014-03-20,107.4400024,0.577061712
2014-03-21,107.5899963,0.288135699
2014-03-24,107.75,0.148495278
2014-03-25,107.6399994,-0.09290085
2014-03-26,107.9800034,-0.57418293
2014-03-27,108.0599976,-0.573750815
2014-03-28,107.9000015,-0.111216631
2014-03-31,107.9100037,0.027799813
2014-04-01,107.5400009,0.492838734
2014-04-02,107.3600006,0.670641968
2014-04-03,107.4400024,0.828368736
2014-04-04,107.7799988,0.603081771
2014-04-07,107.9400024,0.491012384
2014-04-08,108.0699997,0.379387122
2014-04-09,108.0800018,0.425609804
2014-04-10,108.3300018,-0.12923418
2014-04-14,108.4700012,-0.26735587
2014-04-15,108.4800034,-0.29498496
2014-04-16,108.5400009,-0.248760153
2014-04-17,108.1900024,0.16637425
2014-04-21,108.1800003,0.129413375
2014-04-22,108.1600037,0.194155952
2014-04-23,108.2699966,0.29555713
2014-04-24,108.3700027,0.166097906
2014-04-25,108.3899994,0.267553203
2014-04-28,108.3199997,0.295420694
2014-04-29,108.3700027,0.322966195
2014-04-30,108.5899963,0.119720865
2014-05-01,108.5500031,0.221094295
2014-05-02,108.6800003,0.009203291
2014-05-05,108.6399994,-0.036819694
2014-05-06,108.7200012,0.055185392
2014-05-07,108.7200012,0.340319272
2014-05-08,108.7900009,0.487176004
2014-05-09,108.6900024,0.469219335
2014-05-12,108.5999985,0.51565856
2014-05-13,108.7799988,0.395293537
2014-05-14,109.0899963,0.073335625
2014-05-15,109.3199997,-0.182946349
2014-05-16,109.1999969,0.027478397
2014-05-20,109.2099991,0.109882563
2014-05-21,109.1699982,0.421360348
2014-05-22,109.1200027,0.412387222
2014-05-23,109.2300034,0.402814976
2014-05-27,109.3300018,-0.448189413
2014-05-28,109.6299973,-0.757086767
2014-05-29,109.5699997,-0.574972397
2014-05-30,109.6699982,-0.720343694
2014-06-02,109.1299973,-0.320717019
2014-06-03,108.8399963,-0.202125688
2014-06-04,108.8000031,-0.091917372
2014-06-05,108.9400024,-0.027536973
2014-06-06,108.8799973,0
2014-06-09,108.7799988,0.036772307
2014-06-10,108.6200027,0
2014-06-11,108.6999969,0.193198454
2014-06-12,108.9100037,-0.14691365
2014-06-13,108.8799973,0.055111306
2014-06-16,108.8199997,0.01837589
2014-06-17,108.6200027,0.377459052
2014-06-18,108.9100037,0.247908029
2014-06-19,108.75,0.588505186
2014-06-20,108.9400024,0.413068605
2014-06-23,108.8399963,0.514521506
2014-06-24,109.0299988,0.03668799
2014-06-25,109.1800003,-0.448798189
2014-06-26,109.3899994,-0.7039004
2014-06-30,109.4000015,-0.685557577
2014-07-01,109.0699997,-0.183365681
2014-07-02,108.6900024,0.248409823
2014-07-03,108.6200027,0.359049328
2014-07-07,108.6500015,0.386560665
2014-07-08,108.8700027,0.055109357
2014-07-09,108.9599991,0.055063839
2014-07-10,109.0100021,0.302719196
2014-07-11,109.1600037,0.05496295
2014-07-14,109.0699997,0.174202294
2014-07-15,108.9300003,0.468192541
2014-07-16,109.0199966,0.403597922
2014-07-17,109.3399963,-0.201201389
2014-07-18,109.2200012,0.100714713
2014-07-21,109.2600021,0.08236897
2014-07-22,109.4400024,0.018271786
2014-07-23,109.4599991,-0.356293982
2014-07-24,109.1200027,-0.174122468
2014-07-25,109.3300018,-0.173788016
2014-07-28,109.3499985,-0.210329886
2014-07-29,109.4599991,-0.310612407
2014-07-30,109.0699997,0.055008305
2014-07-31,108.9300003,0.376384863
2014-08-01,109.1399994,0.219899088
2014-08-04,109.1200027,0.247430935
2014-08-05,109.1200027,0.201607025
2014-08-06,109.1299973,0.394025764
2014-08-07,109.3399963,0.256087816
2014-08-08,109.3799973,0.466266364
2014-08-11,109.3899994,0.2468272
2014-08-12,109.3399963,0.155483633
2014-08-13,109.5599976,-0.155164451
2014-08-14,109.6200027,-0.036490526
2014-08-15,109.8899994,-0.300301968
2014-08-18,109.6600037,-0.009121043
2014-08-19,109.5100021,0.136975183
2014-08-20,109.3899994,0.374809091
2014-08-21,109.5800018,0.401528385
2014-08-22,109.5599976,0.383356889
2014-08-26,109.6600037,-0.191507119
2014-08-27,109.8000031,-0.209474818
2014-08-28,110.0199966,-0.536262821
2014-08-29,109.9800034,-0.554646837
2014-09-02,109.4499969,-0.310640792
2014-09-03,109.5699997,-0.556722289
2014-09-04,109.4300003,-0.530020862
2014-09-05,109.3700027,-0.676607365
2014-09-08,109.2600021,-0.594912606
2014-09-09,109.1100006,-0.458253136
2014-09-10,108.9599991,-0.431352078
2014-09-11,108.8499985,-0.321542011
2014-09-12,108.6299973,0.046030611
2014-09-15,108.6100006,0.20256074
2014-09-16,108.6100006,0.294631888
2014-09-17,108.4899979,0.341047796
2014-09-18,108.5,0.525345341
2014-09-19,108.6800003,0.349647821
2014-09-22,108.8300018,0.321601092
2014-09-23,108.9300003,0.165244014
2014-09-24,108.8600006,0.615467725
2014-09-25,109.0699997,0.256714752
2014-09-26,109.0599976,0.220067393
2014-09-29,109.1800003,0.201503224
2014-09-30,109.1100006,0.650718615
2014-10-01,109.5299988,0.547793738
2014-10-02,109.3499985,0.512121807
2014-10-03,109.3000031,0.631285263
2014-10-06,109.4000015,0.831806234
2014-10-07,109.8199997,0.67382796
2014-10-08,110.1299973,0.57205566
2014-10-09,109.9100037,0.691469822
2014-10-10,109.9899979,0.481860887
2014-10-13,110.3099976,0.308225886
2014-10-14,110.5599976,-0.009039894
2014-10-15,110.7600021,-0.243774167
2014-10-16,110.6699982,-0.397573705
2014-10-17,110.5199966,-0.226203409
2014-10-20,110.6500015,-0.307278773
2014-10-21,110.5500031,-0.370876211
2014-10-22,110.4899979,-0.533981672
2014-10-23,110.2300034,-0.136080487
2014-10-24,110.2699966,-0.172299644
2014-10-27,110.3099976,-0.571115282
2014-10-28,110.1399994,-0.408568141
2014-10-29,109.9000015,-0.15468441
2014-10-30,110.0800018,-0.490553149
2014-10-31,110.0800018,-0.154431474
2014-11-03,109.6800003,-0.027351185
2014-11-04,109.6900024,0.009111593
2014-11-05,109.7300034,-0.018230449
2014-11-06,109.5400009,0.200840989
2014-11-07,109.9100037,-0.045494541
2014-11-10,109.6500015,0.072961085
2014-11-11,109.6999969,0.118509468
2014-11-12,109.7099991,-0.127608596
2014-11-13,109.7600021,0.009105782
2014-11-14,109.8600006,0.036410809
2014-11-17,109.7300034,0.191377999
2014-11-18,109.8300018,0.31867292
2014-11-19,109.5699997,0.638858219
2014-11-21,109.9000015,0.646041014
2014-11-24,109.9400024,0.127341629
2014-11-25,110.1800003,-0.290433558
2014-11-26,110.2699966,-0.462496166
2014-11-28,110.6100006,-0.895034679
2014-12-01,110.0800018,-0.172603959
2014-12-02,109.8600006,0.182047103
2014-12-03,109.7600021,0.446426616
2014-12-04,110.0899963,0.109004224
2014-12-05,109.6200027,0.857503
2014-12-08,109.8899994,0.336702838
2014-12-09,110.0599976,0.427040915
2014-12-10,110.25,0.126983573
2014-12-11,110.2099991,-0.099810009
2014-12-12,110.5599976,-0.253255052
2014-12-15,110.2600021,0.172315262
2014-12-16,110.5299988,-0.533788423
2014-12-17,110.3899994,-0.634112648
2014-12-19,110.2799988,-0.489663512
2014-12-22,110.4499969,-0.434581929
2014-12-23,109.9400024,0.136432502
2014-12-24,109.6900024,0.392014127
2014-12-26,109.7399979,0.628761122
2014-12-29,109.9700012,0.636534455
2014-12-30,110.0899963,0.781179616
2014-12-31,110.1200027,0.735558971
2015-01-02,110.4300003,0.543329233
2015-01-05,110.6699982,0.406618402
2015-01-06,110.9499969,0.18026551
2015-01-07,110.9300003,0.441718077
2015-01-08,110.7600021,1.056336355
2015-01-09,111.0299988,0.42331012
2015-01-13,111.1500015,0.485830777
2015-01-14,111.4199982,0.062825073
2015-01-15,111.9300003,-0.446707763
2015-01-16,111.5,0.188339986
2015-01-20,111.6900024,-0.080583728
2015-01-21,111.4899979,0.520227682
2015-01-22,111.4300003,0.493586153
2015-01-23,111.7099991,0.59976562
2015-01-26,111.6600037,0.483604933
2015-01-27,111.5999985,0.15232811
2015-01-28,112.0699997,-0.115996479
2015-01-29,111.9800034,-0.241118293
2015-01-30,112.3799973,-1.174585982
2015-02-02,112.1999969,-1.033864585
2015-02-03,111.7699966,-0.76048895
2015-02-04,111.9400024,-0.955868922
2015-02-05,111.7099991,-0.734043238
2015-02-06,111.0599976,-0.270120141
2015-02-10,110.9199982,-0.549946466
2015-02-11,110.8700027,-0.225489306
2015-02-12,110.8899994,-0.324646598
2015-02-13,110.7600021,-0.189598303
2015-02-17,110.3099976,0.843078892
2015-02-18,110.6200027,0.632794188
2015-02-19,110.5299988,0.352844833
2015-02-20,110.5500031,0.587963707
2015-02-23,110.75,-0.270883117
2015-02-24,111.2399979,-0.836030495
2015-02-25,111.3199997,-0.853392877
2015-02-26,110.9199982,-0.450775341
2015-02-27,111.1999969,-1.3489209
2015-03-02,110.4499969,-0.425526124
2015-03-03,110.3099976,-0.063457254
2015-03-04,110.3700027,0.081540578
2015-03-05,110.4199982,0.117736719
2015-03-06,109.6999969,0.583408758
2015-03-09,109.9800034,0.545552333
2015-03-10,110.2399979,0.290275491
2015-03-11,110.4599991,0.823830952
2015-03-12,110.5500031,0.388964535
2015-03-13,110.3399963,0.888166929
2015-03-16,110.5800018,0.687280244
2015-03-17,110.5599976,0.97684683
2015-03-18,111.3700027,0.053872279
2015-03-19,110.9800034,0.045049037
2015-03-20,111.3199997,-0.116777986
2015-03-23,111.3399963,-0.089813614
2015-03-24,111.6399994,-0.188103803
2015-03-25,111.4300003,0.134615028
2015-03-26,111.0299988,0.36026437
2015-03-30,111.2399979,0.233730799
2015-03-31,111.4300003,0.080764909
2015-04-01,111.5800018,-0.044813632
2015-04-02,111.4300003,-0.161536664
2015-04-06,111.5,-0.116589465
2015-04-07,111.5199966,-0.026899911
2015-04-08,111.5299988,0.09862872
2015-04-09,111.25,0.296630859
2015-04-10,111.25,0.377526444
2015-04-13,111.3700027,0.197533973
2015-04-14,111.4899979,-0.017935818
2015-04-15,111.6399994,-0.44786815
2015-04-16,111.5800018,-0.241982674
2015-04-17,111.6699982,-0.152232624
2015-04-20,111.5899963,-0.044802782
2015-04-21,111.4700012,-0.322957393
2015-04-22,111.1399994,-0.2519334
2015-04-23,111.3099976,-0.404273613
2015-04-24,111.5,-1.040362029
2015-04-27,111.5400009,-1.264123768
2015-04-28,111.1100006,-0.972011363
2015-04-29,110.8600006,-1.08244357
2015-04-30,110.8600006,-0.838896175
2015-05-01,110.3399963,-0.045310335
2015-05-04,110.1299973,-0.490330454
2015-05-05,110.0299988,-0.4089766
2015-05-06,109.6600037,-0.082075474
2015-05-07,109.9300003,-0.17283948
2015-05-08,110.2900009,-0.081606643
2015-05-11,109.5899963,0.173375717
2015-05-12,109.5800018,-0.164263827
2015-05-13,109.5699997,0
2015-05-14,109.7399979,0.154916896
2015-05-15,110.1999969,-0.372047227
2015-05-19,109.4000015,0.603287042
2015-05-20,109.5699997,0.547593754
2015-05-21,109.9100037,0.200157933
2015-05-22,109.7900009,0.346112806
2015-05-26,110.0599976,-0.754128857
2015-05-27,110.1699982,-1.243528311
2015-05-28,110.1299973,-0.998818216
2015-05-29,110.1699982,-1.470450344
2015-06-01,109.6600037,-0.866318207
2015-06-02,109.2300034,-0.759866159
2015-06-03,108.8000031,-0.615814136
2015-06-04,109.0299988,-0.293496926
2015-06-05,108.5500031,0.027635908
2015-06-08,108.7099991,0
2015-06-09,108.4000015,0.452027543
2015-06-10,108.1299973,0.712109768
2015-06-11,108.7099991,0.147183942
2015-06-12,108.5800018,0.580214812
2015-06-15,108.7099991,-0.036795986
2015-06-16,108.8899994,-0.431629372
2015-06-17,108.9000015,-0.28466959
2015-06-18,108.8700027,-0.367412066
2015-06-19,109.2099991,-0.915667071
2015-06-22,108.6699982,0.165639374
2015-06-23,108.4199982,0.332042627
2015-06-24,108.5899963,-0.276264327
2015-06-25,108.4700012,-0.027656291
2015-06-29,108.8499985,-0.018370825
2015-06-30,108.7799988,0.183861537
2015-07-01,108.2900009,0.877271161
2015-07-02,108.4400024,0.36886194
2015-07-06,108.8300018,-0.560507764
2015-07-07,108.9800034,-0.532209408
2015-07-08,109.2399979,-0.503474399
2015-07-09,108.8399963,-0.05512455
2015-07-10,108.3799973,0.378301968
2015-07-13,108.2200012,0.351134032
2015-07-14,108.4000015,0.350550967
2015-07-15,108.6900024,0.128806134
2015-07-16,108.7799988,0.330943753
2015-07-17,108.7900009,0.303338384
2015-07-20,108.5999985,0.607738187
2015-07-21,108.7799988,0.340138583
2015-07-22,108.8300018,0.211334856
2015-07-23,109.1399994,-0.064137525
2015-07-24,109.1200027,0.348237943
2015-07-27,109.2600021,0.128134163
2015-07-28,109.1500015,-0.064131648
2015-07-29,109.0599976,-0.165047047
2015-07-30,109.0699997,-0.055008305
2015-07-31,109.5,-0.27397539
2015-08-03,109.4000015,-0.310789728
2015-08-04,109.0800018,0.311694474
2015-08-05,108.8799973,0.431669023
2015-08-06,109.0100021,0.100908731
2015-08-07,109.1999969,-0.119045107
2015-08-10,109.0599976,0.183389494
2015-08-11,109.4199982,-0.329008057
2015-08-12,109.3499985,0.045727529
2015-08-13,109.1200027,0.412387222
2015-08-14,109.0699997,0.632623493
2015-08-17,109.2600021,0.421013249
2015-08-18,109.0599976,0.366771992
2015-08-19,109.4000015,-0.411338731
2015-08-20,109.5699997,-0.428950645
2015-08-21,109.7600021,-0.692421758
2015-08-24,109.7200012,-0.729131465
2015-08-25,109.4599991,-0.401975557
2015-08-26,108.9499969,-0.064249377
2015-08-27,109.0999985,-0.05499318
2015-08-28,109,0.247703342
2015-09-01,109.0199966,-0.00916759
2015-09-02,108.8799973,0.156140524
2015-09-03,109.0400009,-0.10088097
2015-09-04,109.2699966,-0.192183665
2015-09-08,109.0100021,-0.376115635
2015-09-09,109.0500031,-0.49518652
2015-09-10,108.9300003,0.238687355
2015-09-11,109.0599976,0.201724946
2015-09-14,109.0899963,-0.091666035
2015-09-15,108.5999985,0.598528117
2015-09-16,108.5100021,0.599024526
2015-09-17,109.1900024,0.100742383
2015-09-18,109.2799988,-0.155562016
2015-09-21,108.9899979,0.348660327
2015-09-22,109.25,0.265447062
2015-09-23,109.1600037,0.384754631
2015-09-24,109.3000031,0.14638246
2015-09-25,109.1100006,0.623224545
2015-09-28,109.3700027,0.009138252
2015-09-29,109.5400009,0.100420494
2015-09-30,109.5800018,-0.009127702
2015-10-01,109.4599991,-0.036543866
2015-10-02,109.7900009,-0.418980855
2015-10-05,109.3799973,0.210279176
2015-10-06,109.6500015,-0.027358667
2015-10-07,109.5699997,0.41982211
2015-10-08,109.4199982,0.420397635
2015-10-09,109.3300018,0.402446542
2015-10-12,109.6100006,0.246324826
2015-10-13,109.6200027,0.036490526
2015-10-14,110.0299988,-0.099973291
2015-10-15,109.8799973,0.054609747
2015-10-16,109.7699966,-0.018216857
2015-10-19,109.8799973,-0.072801423
2015-10-20,109.6600037,0.273568678
2015-10-21,109.9199982,-0.263829076
2015-10-22,109.9400024,-0.709476771
2015-10-23,109.75,-0.2733513
2015-10-26,109.8000031,-0.710388331
2015-10-27,109.9599991,-1.036740087
2015-10-28,109.6299973,-0.738846647
2015-10-29,109.1600037,-0.357280145
2015-10-30,109.4499969,-1.096388288
2015-11-02,109.0199966,-0.77049749
2015-11-03,108.8199997,-0.404339683
2015-11-04,108.8199997,-0.532991943
2015-11-05,108.7699966,-0.395329887
2015-11-06,108.25,0.277139078
2015-11-09,108.1800003,0.425216383
2015-11-10,108.3799973,0.313714685
2015-11-11,108.2399979,0.369550567
2015-11-12,108.3399963,0.323062687
2015-11-13,108.5500031,0.064486129
2015-11-16,108.6399994,0.009206679
2015-11-17,108.7200012,0.027592696
2015-11-18,108.6399994,0.147278777
2015-11-20,108.6200027,0.138090492
2015-11-23,108.6500015,0.147258196
2015-11-24,108.75,0.064367535
2015-11-25,108.8000031,-0.101103499
2015-11-27,108.7699966,-0.487265602
2015-11-30,108.8099976,-0.376799965
2015-12-01,108.8199997,-0.349197992
2015-12-02,108.6900024,-0.230011955
2015-12-03,107.8899994,0.49123995
2015-12-04,108.2399979,0.415747031
2015-12-07,108.4000015,-0.202953153
2015-12-08,108.4400024,-0.23054223
2015-12-09,108.4400024,-0.405756576
2015-12-10,108.4199982,-0.249028452
2015-12-11,108.6900024,-0.285219598
2015-12-14,108.1800003,0.092437118
2015-12-15,108.1900024,0.009237921
